"","x"
"11646","STEA"
"11647","STK"
"11648","Store0"
"11649","STORRS"
"11650","STRM"
"11651","STROUD"
"11652","SUI"
"11653","SUMM"
"11654","SUNAC"
"11655","Sunrise"
"11656","SUPERETTE"
"11657","Sv"
"11658","SYLVA"
"11659","T1355"
"11660","TAXPAYMENT"
"11661","TERRACFL"
"11662","THIRSTY"
"11663","THORNDALE"
"11664","TIVO"
"11665","TL"
"11666","TOYOTALEXUS"
"11667","TPS"
"11668","TRANSCRIPT"
"11669","TREATS"
"11670","TROPIC"
"11671","UCBENEFITS"
"11672","ULTIMATE"
"11673","UNDERGROUND"
"11674","UNUM"
"11675","USAIRWAYXXXXXXXXXXXXXX"
"11676","USATAXPYMTXXXXXXXXXXXXXXXXXXX"
"11677","UTAH"
"11678","VENDIN"
"11679","VENUES"
"11680","VETERI"
"11681","VINES"
"11682","VPI"
"11683","VRU"
"11684","WAHIA"
"11685","WAINWRIGHT"
"11686","WALLED"
"11687","WAREHAM"
"11688","WAXHAW"
"11689","WESTPRT"
"11690","WILKESBARR"
"11691","Woodland"
"11692","WSHNGTN"
"11693","Wthdrwl"
"11694","WYTHEVILLE"
"11695","XXXXX0007"
"11696","XXXXX0009"
"11697","XXXXX7397"
"11698","XXXXX9600"
"11699","YE"
"11700","YOSEMITE"
"11701","ZARO"
"11702","18S"
"11703","21COM"
"11704","96TH"
"11705","ACAPULCO"
"11706","ACHPMT"
"11707","AIRL"
"11708","ALLIANT"
"11709","ALONTI"
"11710","AMIG"
"11711","Ana"
"11712","ANDYS"
"11713","ANGIES"
"11714","ANNS"
"11715","ANTO"
"11716","ARCATA"
"11717","ASSC"
"11718","AUTOLOAD"
"11719","AVAILABLE"
"11720","AWAY"
"11721","B2P"
"11722","BALLARD"
"11723","BARBERSHOP"
"11724","BARRY"
"11725","BAS"
"11726","BASELINE"
"11727","BEAL"
"11728","BEECH"
"11729","BELGIUM"
"11730","BELLING"
"11731","BENS"
"11732","BERNALILLO"
"11733","BEVERA"
"11734","Beverly"
"11735","BISHOP"
"11736","BLANCA"
"11737","BLIMPIE"
"11738","BOONTON"
"11739","BRANCGA"
"11740","BRASIL"
"11741","BRKLYN"
"11742","BrNEW"
"11743","BROA"
"11744","BROT"
"11745","BUCKY"
"11746","BURKBURNETT"
"11747","BUSTER"
"11748","CALI"
"11749","CAPI"
"11750","CARMICHAELS"
"11751","CARS"
"11752","CART"
"11753","CBRE"
"11754","CCSW"
"11755","CELLARS"
"11756","CERNER"
"11757","CFI"
"11758","CHALFONT"
"11759","CHEWY"
"11760","CHICKASHA"
"11761","CHRISTIANA"
"11762","CINGULAR"
"11763","CITADEL"
"11764","CITDEBIT"
"11765","CITYAZ"
"11766","CLA"
"11767","CLARENDON"
"11768","CLAS"
"11769","CLINI"
"11770","CLOTHINGSPORTI"
"11771","Collec"
"11772","COMPENSATION"
"11773","Condo"
"11774","CONIFER"
"11775","CORNWALL"
"11776","Costa"
"11777","COZY"
"11778","CRAFTON"
"11779","CROWNE"
"11780","CSO"
"11781","Currency"
"11782","CYPRES"
"11783","DAYLIGHT"
"11784","DELICATESSEN"
"11785","Deman"
"11786","DEUTSCHE"
"11787","Di"
"11788","DIRCT"
"11789","DISHCKPYMT"
"11790","DISNEYSHOPP"
"11791","DMD"
"11792","E231"
"11793","ECHEX"
"11794","ECM"
"11795","EDISN"
"11796","EDUCATIO"
"11797","ELLEN"
"11798","ENE"
"11799","ENGLISHTOWN"
"11800","ESCENTUALS"
"11801","EXPO"
"11802","EXPRESSCOM"
"11803","EYECARE"
"11804","F138"
"11805","F192"
"11806","F343"
"11807","F356"
"11808","FGLIFEINSCO"
"11809","FH"
"11810","FITCH"
"11811","FLAG"
"11812","FLOW"
"11813","FOCUS"
"11814","FOND"
"11815","FORCES"
"11816","FRANKFORD"
"11817","FRANKFURT"
"11818","FRGTEAMFANSHOP"
"11819","FRKLN"
"11820","Front"
"11821","FRSNO"
"11822","FTCKY"
"11823","FUNG"
"11824","FURNITU"
"11825","GARDENSFL"
"11826","GARDNERVILLE"
"11827","GAXXXXXX"
"11828","GIBSONTON"
"11829","GMU"
"11830","GREENOH"
"11831","GROVEPORT"
"11832","GROW"
"11833","GSU"
"11834","GWLA"
"11835","HABITAT"
"11836","HAI"
"11837","HARBORFL"
"11838","HARVEYS"
"11839","HATBORO"
"11840","HAYS"
"11841","HEATING"
"11842","HEIGHTSTX"
"11843","HEIGTX"
"11844","HERO"
"11845","HLSTX"
"11846","Hollywood"
"11847","Hospital"
"11848","HOSTGATOR"
"11849","HOUGHTON"
"11850","HPAY"
"11851","HUD"
"11852","IGUANA"
"11853","ILUSA0IN9"
"11854","INSPRM"
"11855","INVESTMENTS"
"11856","JANES"
"11857","JBLML"
"11858","JCPENNEYCO"
"11859","JCPL"
"11860","JCPTELPAY"
"11861","JEN"
"11862","JOB"
"11863","JUFFAIR"
"11864","JUNIOR"
"11865","KANEHOE"
"11866","KAR"
"11867","KENNY"
"11868","KEVIN"
"11869","KEYPORT"
"11870","KINGSTOWN"
"11871","L00SF6007"
"11872","LAWSON"
"11873","LAZY"
"11874","LEOS"
"11875","LEVEL"
"11876","LILLY"
"11877","LOCKA"
"11878","LORIS"
"11879","LUCK"
"11880","LUIGIS"
"11881","MACLKXXXXXN1206"
"11882","MACPXXXXXXN1129"
"11883","MACXXXXXXXN1129"
"11884","MADIGAN"
"11885","MAGGIE"
"11886","MAINTENANCE"
"11887","MARA"
"11888","MARINER"
"11889","MATLOCK"
"11890","MAYSVILLE"
"11891","mbfs"
"11892","MCALESTER"
"11893","MCBH"
"11894","MEDEXPRESS"
"11895","MEN"
"11896","MERCERVILLE"
"11897","MERMAID"
"11898","MEXIA"
"11899","MGR"
"11900","MINOL"
"11901","MNGCO"
"11902","Mob"
"11903","Mobility"
"11904","MONTVILLE"
"11905","MONUMENTAL"
"11906","MOONEY"
"11907","MOOYAH"
"11908","MOSES"
"11909","MOTHERHOOD"
"11910","MUNHALL"
"11911","MXXXXXXX"
"11912","Naperville"
"11913","NBC"
"11914","Next"
"11915","NORDSTROMS"
"11916","NORM"
"11917","NORTHPOR"
"11918","NUTS"
"11919","O2"
"11920","OPAY"
"11921","OPER"
"11922","ORBITZ"
"11923","OTN"
"11924","OUSE"
"11925","OWN"
"11926","PALMAS"
"11927","PALMBEACHTAN"
"11928","PANTHER"
"11929","PARRILLA"
"11930","Partners"
"11931","PAYLESSSHOESOU0"
"11932","PENDLETNCA"
"11933","PERK"
"11934","PHILADEL"
"11935","PHILIP"
"11936","PHOENIXVILL"
"11937","PIK"
"11938","PLEASAN"
"11939","PLEASANTVILLE"
"11940","PNP"
"11941","POCOMOKE"
"11942","PORTAL"
"11943","POSIXXXXXX"
"11944","POSKIXXXXXX"
"11945","Post"
"11946","PRM"
"11947","PROT"
"11948","Pub"
"11949","PUBLI"
"11950","QUESTAR"
"11951","RAD"
"11952","Ranch"
"11953","Rate"
"11954","RESIDENCE"
"11955","Reston"
"11956","RIBS"
"11957","RIVERSIIL"
"11958","ROADRUNNER"
"11959","ROBERTSDALE"
"11960","ROD"
"11961","ROOMS"
"11962","SALMON"
"11963","SANDIA"
"11964","SANDIEGO"
"11965","SANDSTON"
"11966","SANTANDE"
"11967","SCANA"
"11968","SFM"
"11969","SHAVANO"
"11970","SHE"
"11971","SHEBOYGAN"
"11972","SILVE"
"11973","SINCLAIR"
"11974","SMOKIN"
"11975","SOLD"
"11976","SPADE"
"11977","SPEE"
"11978","STACY"
"11979","STAN"
"11980","STARPLEX"
"11981","Staten"
"11982","STONYBROOK"
"11983","STOR0"
"11984","SUDBURY"
"11985","SUIT"
"11986","Supp"
"11987","SYLVAN"
"11988","T1179"
"11989","T2787"
"11990","T3"
"11991","TACA"
"11992","TALK"
"11993","TELRECUR"
"11994","Temecula"
"11995","TF00GLOBALEXPRES"
"11996","TIERRA"
"11997","TIKI"
"11998","TILE"
"11999","TIMEWARNER"
"12000","TIPTON"
"12001","TOROS"
"12002","TUE"
"12003","TUNE"
"12004","TWELVE"
"12005","UAB"
"12006","UQ"
"12007","USBSNGPT"
"12008","USPOSTALSER"
"12009","VAC"
"12010","VAPORS"
"12011","VAXXXXXXXX"
"12012","VERNE"
"12013","VESTAL"
"12014","VICTORIASSE"
"12015","VIETNAMESE"
"12016","VIN"
"12017","VIRTUAL"
"12018","WA11"
"12019","WARM"
"12020","WATR"
"12021","WEAVER"
"12022","WELDON"
"12023","WENDYSTFL"
"12024","WESTVILLE"
"12025","WETHERSFIELD"
"12026","WHOLESALES"
"12027","Wichita"
"12028","WIFI"
"12029","WILLIAMSTOW"
"12030","WXXXXXXXXX"
"12046","YARMOUTH"
"12047","03DEC14"
"12048","07DEC14"
"12049","269ST"
"12050","36TH"
"12051","800PROTECT"
"12052","8753DEBIT"
"12053","877SEPHORA"
"12054","8884ONSTAR"
"12055","ACADE"
"12056","AFA"
"12057","ALLEGHENY"
"12058","ALTAR"
"12059","ANGOLA"
"12060","Apartments"
"12061","APXXXXX"
"12062","ATHLETA"
"12063","ATLAN"
"12064","AZ11"
"12065","BACKCOUNTRY"
"12066","Backup"
"12067","BAIT"
"12068","BARNEGAT"
"12069","BARNEYS"
"12070","BEANERY"
"12071","BELLVILLE"
"12072","BELT"
"12073","Benefit"
"12074","BENTO"
"12075","Best"
"12076","BILDEBIT"
"12077","BKI"
"12078","BLAKE"
"12079","BLAKES"
"12080","BLIND"
"12081","BNY"
"12082","BOAZ"
"12083","BOBBYS"
"12084","BOE"
"12085","BORGATA"
"12086","BOSE"
"12087","BOWLS"
"12088","BREAKFAST"
"12089","BREWIN"
"12090","BRND"
"12091","BRNEW"
"12092","BRUSWK"
"12093","BUBBLE"
"12094","BUCKHEAD"
"12095","BUFF"
"12096","Building"
"12097","BZ"
"12098","CAC"
"12099","CAI"
"12100","CALVIN"
"12101","CARLETON"
"12102","CAXXXXXXXX"
"12103","CENNY"
"12104","CHADDS"
"12105","CHAPIN"
"12106","CHARLOT"
"12107","CHENEY"
"12108","CHESWICK"
"12109","CHIL"
"12110","CHILL"
"12111","CINCO"
"12112","CITARELLA"
"12113","CITIBAN"
"12114","CITYIN"
"12115","CLOSING"
"12116","COIN"
"12117","COLBY"
"12118","CONT"
"12119","COO"
"12120","Copperas"
"12121","COYOTE"
"12122","CROW"
"12123","CTX"
"12124","CUIS"
"12125","CULLIGAN"
"12126","DARDENNE"
"12127","DECKERS"
"12128","DEFIANCE"
"12129","DEPOSITED"
"12130","DETRICK"
"12131","DIABLO"
"12132","DICKSSPORTI"
"12133","DIRT"
"12134","Disney"
"12135","DISTANCE"
"12136","DOCKSIDE"
"12137","DONS"
"12138","DOR"
"12139","DPT"
"12140","Drive"
"12141","DUNMORE"
"12142","DWNTWN"
"12143","DYNAMIC"
"12144","ECOMM"
"12145","Edison"
"12146","EDMONDS"
"12147","EDMUN"
"12148","EFX"
"12149","EGL"
"12150","EMMITSBURG"
"12151","EMPLOYEES"
"12152","EPM"
"12153","EPOSPYMNTS"
"12154","EQUIPMENT"
"12155","ERA"
"12156","Erie"
"12157","ESTATES"
"12158","ETNA"
"12168","Fa"
"12169","Factory"
"12170","FALAFEL"
"12171","FANSEDGE"
"12172","FARG"
"12173","FASTLANE"
"12174","FEAST"
"12175","FEET"
"12176","FELTON"
"12177","FENG"
"12178","FLO"
"12179","FLORHAM"
"12180","FORES"
"12181","FORESTERS"
"12182","FORKUT"
"12183","FOWLER"
"12184","FREDERICKSBURG"
"12185","GARWOOD"
"12186","GATORS"
"12187","GEORGEVA"
"12188","Gi"
"12189","Girl"
"12190","GLADE"
"12191","GLENS"
"12192","GMBH"
"12193","GMFINANCIA"
"12194","GONZALEZ"
"12195","GOURME"
"12196","GRAIN"
"12197","GRANDECA"
"12198","Great"
"12199","GREERS"
"12200","GSA"
"12201","GUADALUPE"
"12202","HAD"
"12203","HANES"
"12204","HARE"
"12205","HARMONSTORE"
"12206","HART"
"12207","HAWLEY"
"12208","He"
"12209","HEAVENLY"
"12210","HEIGHTWA"
"12211","HICKEY"
"12212","High"
"12213","HLL"
"12214","HOLT"
"12215","Homes"
"12216","HOTWIRE"
"12217","HOWIE"
"12218","HughesNet"
"12219","HUMANITY"
"12220","HUMPHREYS"
"12221","HUNTSVILLEDEBIT"
"12222","INOVA"
"12223","INSPREM"
"12224","INSTALLMENT"
"12225","INTELLIPAYMENT"
"12226","INXXXXXX"
"12227","JACOBS"
"12228","JASMINE"
"12229","JONATHAN"
"12230","JRCHO"
"12231","JUICY"
"12232","JUN"
"12233","JUNCTIO"
"12234","KEBAB"
"12235","KENILWORTH"
"12236","KET"
"12237","KIDZ"
"12238","KLIMA"
"12239","LAM"
"12240","LAPLATA"
"12241","LAUD"
"12242","LEDGE"
"12243","Less"
"12244","LIGHTBAND"
"12245","LINDO"
"12246","LLOYD"
"12247","LOCKHART"
"12248","LOUISBURG"
"12249","LOUN"
"12250","LOWTELPAY"
"12251","LTFLIFE"
"12252","LUDOWICI"
"12253","Machine"
"12254","MACXXXXXXXN1130"
"12255","MAINE"
"12256","MANAGEMEN"
"12257","MANAMA"
"12258","MARLBOR"
"12259","MARTINI"
"12260","MATCO"
"12261","MAURICE"
"12262","MBP"
"12263","MBS"
"12264","MEADOIL"
"12265","MECHANICSVILL"
"12266","MEDIATTI"
"12267","MELBOURN"
"12268","MENCHIE"
"12269","Meters"
"12270","MEXICANA"
"12271","MIDDLEBURY"
"12272","MIDVALE"
"12273","MILES"
"12274","MIRIMAR"
"12275","MIT"
"12276","MOGER"
"12277","MONEYTREE"
"12278","NAVARRO"
"12279","NEAEFTTRAN"
"12280","NEIG9"
"12281","NETC"
"12282","NMO"
"12283","NORMANDY"
"12284","NORTHGLENN"
"12285","NORTHLAND"
"12286","NORTHWOOD"
"12287","NOTE"
"12288","NYPR"
"12289","OBERWEIS"
"12290","OCEANA"
"12291","Oh"
"12292","OLMSTEDOH"
"12293","ONO"
"12294","OSCAR"
"12295","PAISANOS"
"12296","PAPPADEAUX"
"12297","PASADENCA"
"12298","PAYA"
"12299","PAYG"
"12300","Paypal"
"12301","PAZ"
"12302","PECHANGA"
"12303","PENDELTON"
"12304","PETR"
"12305","PHOENI"
"12306","PIERRE"
"12307","Pine"
"12308","PIRATES"
"12309","PLAINMA"
"12310","Pleasant"
"12311","pmtsWA"
"12312","POLY"
"12313","POS003"
"12314","POSKTNXXXXX"
"12315","PPG"
"12316","PRESTO"
"12317","PRETZE"
"12318","Privacy"
"12319","PROTEIN"
"12320","PROVIDEN"
"12321","PSN"
"12322","PTB"
"12323","PXXXXXXXXX"
"12324","QB"
"12325","QUARRYVILLE"
"12326","QUEENSBURY"
"12327","QUIBIDS"
"12328","RAC"
"12329","RAILWAY"
"12330","RALPHLAUREN"
"12331","RDM"
"12332","RFS"
"12333","ROBERTSON"
"12334","ROM"
"12335","ROMAN"
"12336","RUSSO"
"12337","RUTH"
"12338","RWRD"
"12339","RYANS"
"12340","SAIL"
"12341","Salem"
"12342","SALSARITAS"
"12343","SAMARITAN"
"12344","SANDWI"
"12345","SAPP"
"12346","Savannah"
"12347","SCRMNTO"
"12348","SCWA"
"12349","SEAS"
"12350","SENTRY"
"12351","SEPHORACOM"
"12352","SEPULVDABV"
"12353","SHAKEOLOGY"
"12354","SHANE"
"12355","SIEMENS"
"12356","SIMPSONVILL"
"12357","SITE"
"12358","SKINNY"
"12359","SMIAMI"
"12360","SOAP"
"12361","SOUDERTON"
"12362","Southwest"
"12363","SPICES"
"12364","STAFFING"
"12365","STAUNTON"
"12366","STONEBRIDGE"
"12367","STONEY"
"12368","STRONACH_ENT_GRP"
"12369","STYLES"
"12370","SUGARLOAF"
"12371","SUNDANCE"
"12372","SURPLUS"
"12373","SUS"
"12374","SWAN"
"12375","SYDNEY"
"12376","SYNERGY"
"12377","T2239"
"12378","Tavern"
"12379","TCF"
"12380","TDS"
"12381","TEACHERSPAYTEAC"
"12382","TELECOMM"
"12383","TELXXXXXXXXXXUT"
"12384","TENAFLY"
"12385","TEQUESTA"
"12386","TEXT2PAY"
"12387","THRIFTWAY"
"12388","TICK"
"12389","TIPP"
"12390","TJMILLS"
"12391","TOTUM"
"12392","TRAV"
"12393","TREVOSE"
"12394","TRIBECA"
"12395","TRINIDAD"
"12396","TWEDY"
"12397","UGI"
"12398","Univ"
"12399","VALER"
"12400","VETERIN"
"12401","VF"
"12402","VITAL"
"12403","WAGON"
"12404","WAITROSE"
"12405","WAPPINGERS"
"12406","WARFIELD"
"12407","WASHGAS"
"12408","wd"
"12409","WEISS"
"12410","WELSH"
"12411","WESTERLY"
"12412","WESTHEIMER"
"12413","WG"
"12414","WHITEHOUSE"
"12415","WILDOMAR"
"12416","WILLIAMSON"
"12417","WILLOWICK"
"12418","WIX"
"12419","WIXOM"
"12420","WLK"
"12421","WOLCOTT"
"12422","WON"
"12423","WOODFIELD"
"12424","WORL"
"12425","WORLDWIDE"
"12426","WS"
"12427","WSHNGT"
"12428","WYCKOFF"
"12438","XXXXXXXXXMYW9X"
"12439","XXXXXXXXXXPLM"
"12440","XXXXXXXXXXXSP1"
"12441","YACHT"
"12442","YNEZ"
"12443","YONK"
"12444","YOUNGS"
"12445","120TH"
"12446","1OF5"
"12447","27TH"
"12448","29TH"
"12449","2OF3"
"12450","39TH"
"12451","52ND"
"12452","95TH"
"12453","9NEG"
"12454","AAC"
"12455","ABCRETRO"
"12456","ABUELOS"
"12457","Academy"
"12458","ACCNT"
"12459","ADELPHI"
"12460","ADPBENEFITSVC"
"12461","AFFORDABLE"
"12462","AGL"
"12463","AIG"
"12464","ALBERTO"
"12465","ALEXANDERS"
"12466","ALPENA"
"12467","ALPHERA"
"12468","AMW"
"12469","ANDALUSIA"
"12470","AntoDEBIT"
"12471","ANTONIOS"
"12472","APLAPPLE"
"12473","ARB"
"12474","ARDSLEY"
"12475","ARGYLE"
"12476","ARLINGTODEBIT"
"12477","ARLINGTONDEBIT"
"12478","ARUBA"
"12479","ASSURANT"
"12480","ASURION"
"12481","ATHERTON"
"12482","ATWOOD"
"12483","Auburn"
"12484","AUDIO"
"12485","AUNT"
"12486","AUTOMOT"
"12487","AVANT"
"12488","Bakersfield"
"12489","BAKING"
"12490","BANOS"
"12491","BARTLESVILLE"
"12492","BARTONVILLE"
"12493","BASIC"
"12494","BDEBIT"
"12495","BDO"
"12496","BECU"
"12497","BEEBE"
"12498","Bellevue"
"12499","BELLMORNY"
"12500","BEPPO"
"12501","Bethesda"
"12502","BIER"
"12503","BILLIARDS"
"12504","BirminghDEBIT"
"12505","BIST"
"12506","BIZ"
"12507","BLADENSBURG"
"12508","BLANDING"
"12509","BLIZZARDENT"
"12510","Bloomington"
"12511","BLUEBIRD"
"12512","BLUEWAVE"
"12513","BNP"
"12514","Boise"
"12515","BONSALL"
"12516","BOUDIN"
"12517","BOWMAN"
"12518","BRANDENBURG"
"12519","BRASELTON"
"12520","BRID"
"12521","Broad"
"12522","BROADWA"
"12523","BUDD"
"12524","BURSAR"
"12525","Buy"
"12526","By"
"12527","CAFETERI"
"12528","CANDLE"
"12529","CANOPY"
"12530","CARINO"
"12531","CARLTON"
"12532","CARPENTERSVI"
"12533","Cashed"
"12534","CASIN"
"12535","CASSIDY"
"12536","CBS"
"12537","CCRMT"
"12538","CECIL"
"12539","Century"
"12540","CFW"
"12541","Chandler"
"12542","CHARLTON"
"12543","CHARRO"
"12544","CHRISTIA"
"12545","CHRISTY"
"12546","CINERGY"
"12547","CIRCUS"
"12548","CIVFED"
"12549","CLAYTN"
"12550","CLEANING"
"12551","CLIFFSIDE"
"12552","CLIVE"
"12553","Clovis"
"12554","CNJ"
"12555","CO11"
"12556","COCHRAN"
"12557","COLESVILLE"
"12558","COMPANIES"
"12559","CONCESSI"
"12560","Contribution"
"12561","COOKS"
"12562","COSMIC"
"12563","CRAIGSLIST"
"12564","CRANDON"
"12565","CRANE"
"12566","CREPE"
"12567","Crystal"
"12568","CUBA"
"12569","CUCAMONGA"
"12570","CULTURE"
"12571","CUPCAKE"
"12572","CURTIS"
"12573","DAL"
"12574","DDP"
"12575","DEBORAH"
"12576","DELANO"
"12577","DENTISTRY"
"12578","DEPEW"
"12579","DEVONSHIRE"
"12580","DFS"
"12581","DIE"
"12582","DINI"
"12583","DIRECTDEBIT"
"12584","DISNEYSHOPPING"
"12585","DISTRIBUTION"
"12586","DOME"
"12587","Donations"
"12588","DONU"
"12589","DOW"
"12590","DOWNING"
"12591","DTC"
"12592","DUA"
"12593","DUDLEY"
"12594","DUFFYS"
"12595","DUKEENGPROGRESS"
"12596","DURANT"
"12597","Durham"
"12598","EAR"
"12599","EASTGATE"
"12600","EATALY"
"12601","ELDORADO"
"12602","ELECTRON"
"12603","ELEMENTS"
"12604","ELIZABETHTOWN"
"12605","EMMAUS"
"12606","ENL"
"12607","EXAM"
"12608","EYES"
"12609","F140"
"12610","F247"
"12611","F322"
"12612","F335"
"12613","F339"
"12614","F341"
"12615","F346"
"12616","FACEBOOKINC"
"12617","Far"
"12618","FEEOP"
"12619","Fees"
"12620","FERGUSON"
"12621","FIVESTAR"
"12622","FLAVOR"
"12623","FLUS0215"
"12624","FredericksburVA"
"12625","FRESENIUS"
"12626","FRESHGROCERWAL"
"12627","FUEGO"
"12628","GAIN"
"12629","GALENA"
"12630","GALL"
"12631","GEM"
"12632","GERMAN"
"12633","GH"
"12634","GHIRARDELLI"
"12635","GIDDINGS"
"12636","GIF"
"12637","GLENARDEN"
"12638","GROVES"
"12639","GUTHRIE"
"12640","HAGATNA"
"12641","HALEK"
"12642","HAMBURGER"
"12643","HAMIL"
"12644","HAMPSHIRE"
"12645","HEMPSTEA"
"12646","HIGLEY"
"12647","HOAGIES"
"12648","HOMESERVE"
"12649","HOTTOPIC"
"12650","HOUSTN"
"12651","HUMP"
"12652","HUTCHINS"
"12653","IAD"
"12654","ICICI"
"12655","ICR"
"12656","IMAX"
"12657","INNOVATIVE"
"12658","INSIGHT"
"12659","INSRNC"
"12660","INVESTORS"
"12661","IOF"
"12662","ITEMS"
"12663","JANUS"
"12664","JARRELL"
"12665","JENISON"
"12666","JFRSN"
"12667","JIBJAB"
"12668","JUNCTI"
"12669","KAN"
"12670","KEEPCALLING"
"12671","KIMBERLY"
"12672","KOLACHE"
"12673","KUMON"
"12674","LABEL"
"12675","LAJES"
"12676","LAMBERTVILLE"
"12677","LAURENS"
"12678","LAWNDALE"
"12679","LEADER"
"12680","LEBEC"
"12681","LEGOLAND"
"12682","LEWISTOWN"
"12683","LIFESTYLE"
"12684","LIME"
"12685","Lincoln"
"12686","LINDSAY"
"12687","LOUISIA"
"12688","LUB"
"12689","LUNARDI"
"12690","MACXXXXXXXN1205"
"12691","MAKE"
"12692","MANGIA"
"12693","MANN"
"12694","MANTENO"
"12695","MARQUETTE"
"12696","MARYLAN"
"12697","MBK"
"12698","MCCLURE"
"12699","MCCS"
"12700","MEI"
"12701","MEMB"
"12702","METL"
"12703","MIDAS"
"12704","MILAM"
"12705","Mililani"
"12706","MILLWOOD"
"12707","Milwaukee"
"12708","MINETTE"
"12709","MISSO"
"12710","MITCHE"
"12711","MOBY"
"12712","MOD"
"12713","MOM"
"12714","MONACO"
"12715","MONTEFIORE"
"12716","MONTPELIER"
"12717","MOULTON"
"12718","MOYOCK"
"12719","MSU"
"12720","MURRELLS"
"12721","Mutual"
"12722","MV"
"12723","MWRWI"
"12724","MXXXXXXXX"
"12725","MYFICO"
"12726","NANTICOKE"
"12727","NATHAN"
"12728","NAUGATUCK"
"12729","NBFSA"
"12730","NCXXXXXXXX"
"12731","NEIGHBORS"
"12732","NES"
"12733","NEWMAN"
"12734","NGUYEN"
"12735","NIGHTCLUB"
"12736","Nordstrom"
"12737","NORMANS"
"12738","NOSTRND"
"12739","NYCTAXI"
"12740","NYT"
"12741","OLEAN"
"12742","ORDERUPCOMCC"
"12743","OSSNG"
"12744","Oxford"
"12745","PANINI"
"12746","PARDEBIT"
"12747","PASCAGOULA"
"12748","PAULA"
"12749","PAYF"
"12750","PAYH"
"12751","PAYROLLX"
"12752","PEC"
"12753","PENNS"
"12754","PETERSB"
"12755","PHILIPS"
"12756","PHL"
"12757","PHYSICIAN"
"12758","PISMO"
"12759","PLEX"
"12760","PLNSTVLLE"
"12761","PMT12"
"12762","POC"
"12763","POLIC"
"12764","PONCHATOULA"
"12765","Prem"
"12766","PRIMOS"
"12767","PRINT"
"12768","PRODU"
"12769","Properties"
"12770","PROSPEC"
"12771","PROVMD"
"12772","PUM"
"12773","PUMPS"
"12774","PXXXXXXXX"
"12775","Q81"
"12776","RACETRACK"
"12777","RAINIER"
"12778","RAMA"
"12779","Rapid"
"12780","RAW"
"12781","RBC"
"12782","REMEMBE"
"12783","REMIT"
"12784","REUTERS"
"12785","REWARD"
"12786","RIDLEY"
"12787","RIVEMD"
"12788","ROBERTO"
"12789","ROBINGS"
"12790","ROOTS"
"12791","ROYALE"
"12792","RST"
"12793","RUIZ"
"12794","RUNNERS"
"12795","SANDRA"
"12796","Schaumburg"
"12797","SEAFOO"
"12798","SERVICESPAYMENT"
"12799","SFB"
"12800","SHALLOWFORD"
"12801","SHOPPER"
"12802","SIMSBURY"
"12803","SLC"
"12804","SMUD"
"12805","SOLEDAD"
"12806","SOUPS"
"12807","Spokane"
"12808","SPRINCO"
"12809","SPRINGKS"
"12810","SPRITX"
"12811","SQUANY"
"12812","SSC"
"12813","STEDMAN"
"12814","STINKER"
"12815","STIR"
"12816","STRIKE"
"12817","STUDI"
"12818","STVNS"
"12819","SUM"
"12820","Supercenter"
"12821","T0875"
"12822","T1076"
"12823","T1401"
"12824","T1772"
"12825","TATA"
"12826","TCS"
"12827","TECHNICAL"
"12828","Teller"
"12829","THACKERVILLE"
"12830","THOMA"
"12831","TIDEWATER"
"12832","TIE"
"12833","Timewise"
"12834","TIMOTHY"
"12835","TING"
"12836","TITAN"
"12837","TLC"
"12838","TOAST"
"12839","TOMMYS"
"12840","TOURS"
"12841","TRASH"
"12842","TWIST"
"12843","TWISTERS"
"12844","TWNJ"
"12845","UH"
"12846","UMBC"
"12847","UNIO"
"12848","Univers"
"12849","UNT"
"12850","URBANOUTFITTERS"
"12851","VAULT"
"12852","VDEBIT"
"12853","VegNV"
"12854","VETER"
"12855","VETERINA"
"12856","VIDOR"
"12857","VISIONWORKS"
"12858","Voice"
"12859","VSAC"
"12860","WALKERSVILLE"
"12861","WALLER"
"12862","WATFORD"
"12863","Wayne"
"12864","WEAVERVILLE"
"12865","WESTAR"
"12866","WESTS"
"12867","WHEELS"
"12868","WHOLESOME"
"12869","WINDERMERE"
"12870","WINNERS"
"12871","WMU"
"12872","WOMO"
"12873","WOODY"
"12874","WPT"
"12875","WSHNGTON"
"12876","WYNCOTE"
"12877","WYNNSONG"
"12891","XXXXXAXXXXXX"
"12892","xxxxxxxXXXXX"
"12893","ZALE"
"12894","Zynga"
